AGE,FG3M,OREB,TOV,STL,BLK,BLKA,PLUS_MINUS,TD3_RANK,All_Star_Selection
0.541667,0.037736,0.418182,0.368421,0.166667,0.324324,0.380952,0.55707,0.102564,0
0.166667,0.415094,0.2,0.508772,0.6,0.162162,0.47619,0.601363,0.230769,0
0.375,0.037736,0.418182,0.315789,0.433333,0.27027,0.47619,0.524702,0.666667,0
0.666667,0.358491,0.109091,0.491228,0.366667,0.108108,0.47619,0.550256,0.051282,0
0.083333,0,0.054545,0.070175,0.033333,0.054054,0.095238,0.522998,0.666667,0
0.583333,0.188679,0.909091,0.350877,0,0,0,0.369676,0.666667,0
0.125,0,0.181818,0.105263,0.133333,0.135135,0.095238,0.579216,0.666667,0
0.041667,0,0.018182,0.017544,0.033333,0,0.142857,0.511073,0.666667,0
0.25,0.188679,0.127273,0.122807,0.2,0.027027,0.190476,0.53833,0.666667,0
0.333333,0.056604,0.2,0.684211,0.6,0.054054,0.285714,0.497445,0,0
0.333333,0.09434,0.072727,0.298246,0.266667,0.027027,0.52381,0.417376,0.666667,0
0.416667,0.415094,0.036364,0.192982,0.266667,0.081081,0.190476,0.505963,0.666667,0
0.583333,0.169811,0.054545,0.105263,0.133333,0.081081,0.095238,0.517888,0.666667,0
0.791667,0.188679,0.090909,0.087719,0.2,0.189189,0.142857,0.528109,0.666667,0
0.75,0.339623,0.090909,0.22807,0.266667,0.054054,0.142857,0.560477,0.666667,0
0.416667,0.264151,0.145455,0.403509,0.466667,0.054054,0.238095,0.592845,0.666667,0
0.583333,0,0.6,0.245614,0.3,0.054054,0.285714,0.548552,0.666667,0
0.166667,0.056604,0.054545,0.140351,0.133333,0.054054,0.095238,0.548552,0.666667,0
0.291667,0.113208,0.036364,0.087719,0.1,0,0.047619,0.50937,0.666667,0
0.666667,0.056604,0.054545,0.298246,0.166667,0.027027,0.238095,0.511073,0.666667,0
0.583333,0.056604,0.018182,0.070175,0.1,0.027027,0.095238,0.526405,0.666667,0
0.125,0.09434,0.145455,0.526316,0.8,0.027027,0.380952,0.497445,0.230769,0
0.208333,0,0.054545,0.052632,0,0.081081,0.142857,0.495741,0.666667,0
0.25,0,0.509091,0.22807,0.133333,0.432432,0.380952,0.494037,0.666667,0
0.333333,0.132075,0.109091,0.315789,0.233333,0.054054,0.333333,0.458262,0.666667,1
0.25,0.09434,0.036364,0.122807,0.133333,0.027027,0.095238,0.536627,0.666667,0
0.541667,0.188679,0.036364,0.122807,0.133333,0.054054,0.095238,0.522998,0.666667,0
0.375,0.075472,0.127273,0.052632,0.233333,0.027027,0.095238,0.522998,0.666667,0
0.458333,0.056604,0.054545,0.157895,0.233333,0.027027,0.095238,0.49063,0.666667,0
0.458333,0,0.127273,0.070175,0.1,0.135135,0.142857,0.529813,0.666667,0
0.291667,0,0.672727,0.368421,0.166667,0.702703,0.52381,0.606474,0.230769,0
0.5,0.132075,0.054545,0.070175,0.133333,0.027027,0.047619,0.494037,0.666667,1
0.291667,0.207547,0.236364,0.45614,0.5,0.189189,0.52381,0.572402,0.666667,0
0.208333,0.226415,0.254545,0.578947,0.6,0.081081,0.428571,0.654174,0.230769,0
0.25,0.490566,0.436364,0.210526,0.166667,0.108108,0.333333,0.468484,0.666667,0
0.375,0,0.145455,0.122807,0.033333,0.162162,0.142857,0.540034,0.666667,0
0.375,0.056604,0.090909,0.105263,0.1,0.027027,0.095238,0.497445,0.666667,0
0.208333,0,0.109091,0.052632,0.066667,0.054054,0.095238,0.499148,0.666667,0
0.583333,0,0.4,0.192982,0.133333,0.297297,0.190476,0.483816,0.666667,0
0.416667,0.09434,0.036364,0.070175,0.2,0.027027,0.047619,0.50937,0.666667,0
0.166667,0,0,0.22807,0.1,0,0,0.494037,0.666667,0
0.375,0.169811,0.036364,0.192982,0.2,0.054054,0.142857,0.51448,0.666667,0
0.166667,0.056604,0.509091,0.280702,0.133333,0.810811,0.190476,0.626917,0.666667,0
0.625,0.358491,0.090909,0.087719,0.2,0.216216,0.047619,0.603066,0.666667,0
0.333333,0.132075,0.127273,0.22807,0.333333,0.081081,0.238095,0.46678,0.666667,0
0.333333,0,0.090909,0.210526,0.233333,0.135135,0.095238,0.492334,0.666667,0
0.416667,0,0.327273,0.105263,0.166667,0.108108,0.190476,0.529813,0.666667,0
0.666667,0.056604,0.4,0.263158,0.366667,0.189189,0.190476,0.482112,0.666667,0
0.166667,0.113208,0.018182,0.192982,0.166667,0,0.095238,0.505963,0.666667,0
0.375,0,0.090909,0.263158,0,0.135135,0,0.531516,0.666667,0
0.25,0.075472,0.381818,0.280702,0.1,0.378378,0.285714,0.494037,0.666667,0
0.25,0.660377,0.145455,0.54386,0.533333,0.054054,0.285714,0.551959,0.666667,0
0.666667,0.150943,0.072727,0.245614,0.233333,0.081081,0.142857,0.553663,0.666667,0
0.583333,0.301887,0.090909,0.245614,0.266667,0.027027,0.095238,0.53322,0.666667,0
0.833333,0.207547,0.090909,0.438596,0.2,0.027027,0.095238,0.534923,0.666667,0
0.458333,0.339623,0.036364,0.017544,0.1,0.027027,0,0.574106,0.666667,1
0.375,0,0.345455,0.210526,0.133333,0.378378,0.285714,0.551959,0.666667,0
0.583333,0.09434,0.163636,0.192982,0.2,0.081081,0.190476,0.546848,0.666667,0
0.25,0,0.036364,0.157895,0.033333,0.054054,0.142857,0.521295,0.666667,0
0.083333,0.056604,0.272727,0.122807,0.2,0.27027,0.238095,0.519591,0.666667,0
0.125,0.169811,0.090909,0.122807,0.2,0.054054,0.142857,0.507666,0.666667,0
0.291667,0.037736,0.036364,0.157895,0.166667,0.027027,0.095238,0.51448,0.666667,0
0.416667,0.245283,0.127273,0.140351,0.433333,0.135135,0.095238,0.62862,0.666667,0
0.25,0,0.436364,0.210526,0.6,0.189189,0.333333,0.516184,0.666667,0
0.125,0,0.309091,0.22807,0.2,0.108108,0.238095,0.487223,0.666667,0
0.375,0,0.327273,0.210526,0.266667,0.216216,0.47619,0.603066,0.666667,0
0.75,0,0.327273,0.368421,0.233333,0.72973,0.52381,0.637138,0.666667,0
0.208333,0,0,0.22807,0.1,0,0,0.483816,0.666667,0
0.291667,0,0.218182,0.105263,0.033333,0.108108,0.095238,0.492334,0.666667,0
0.041667,0.113208,0.236364,0.210526,0.2,0.216216,0.380952,0.470187,0.666667,0
0.333333,0.226415,0.090909,0.192982,0.333333,0,0.190476,0.548552,0.666667,1
0.5,0,0.272727,0.210526,0.5,0.162162,0.380952,0.568995,0.666667,0
0.5,0.075472,0.054545,0.45614,0.266667,0.027027,0.47619,0.638842,0.230769,0
0.041667,0.018868,0.072727,0.140351,0.066667,0.027027,0.190476,0.495741,0.666667,0
0.083333,0.018868,0.090909,0.105263,0.066667,0.027027,0.047619,0.531516,0.666667,0
0.375,0.075472,0.072727,0.087719,0.1,0.054054,0.047619,0.507666,0.666667,0
0.375,0.264151,0.145455,0.263158,0.433333,0.108108,0.142857,0.50937,0.666667,1
0.25,0,0.363636,0.105263,0.233333,0.081081,0.190476,0.470187,0.666667,0
0.125,0,0.672727,0.263158,0.233333,0.243243,0.714286,0.473595,0.666667,0
0.583333,0.150943,0.090909,0.087719,0.233333,0.108108,0.047619,0.499148,0.666667,0
0.25,0.226415,0.090909,0.438596,0.5,0.027027,0.666667,0.589438,0.666667,0
0.333333,0,0.363636,0.175439,0.133333,0.054054,0.380952,0.521295,0.666667,1
0.125,0,0.054545,0.105263,0,0.027027,0.047619,0.504259,0.666667,0
0.166667,0,0.381818,0.210526,0.166667,0.243243,0.285714,0.465077,0.666667,0
0.166667,0.132075,0.163636,0.350877,0.466667,0.108108,0.428571,0.46678,0.666667,0
0.291667,0.018868,0.109091,0.122807,0.166667,0.162162,0.190476,0.463373,0.666667,0
0.166667,0.037736,0.018182,0.122807,0.1,0,0.142857,0.494037,0.666667,0
0.458333,0,0.745455,0.22807,0.2,0.297297,0.142857,0.587734,0.666667,0
0.583333,0,0.236364,0.105263,0.133333,0.054054,0.142857,0.584327,0.666667,0
0.25,0,0.181818,0.105263,0.066667,0.108108,0.095238,0.507666,0.666667,0
0.208333,0.09434,0.109091,0.157895,0.166667,0.054054,0.095238,0.48552,0.666667,0
0.708333,0.377358,0.127273,0.22807,0.3,0.135135,0.190476,0.574106,0.666667,0
0.541667,0.037736,0.072727,0.052632,0.1,0.054054,0,0.497445,0.666667,0
0.25,0.226415,0.054545,0.122807,0.2,0,0.142857,0.526405,0.666667,0
0.25,0.188679,0.072727,0.175439,0.133333,0.108108,0.142857,0.444634,0.666667,0
0.291667,0.45283,0.090909,0.280702,0.433333,0.081081,0.333333,0.502555,0.666667,0
0.125,0.018868,0.090909,0.140351,0.166667,0.027027,0.142857,0.475298,0.666667,0
0.458333,0.075472,0.072727,0.333333,0.233333,0.027027,0.380952,0.478705,0.666667,0
0.458333,0,0.054545,0,0,0,0.380952,0.352641,0.666667,0
0.5,0.188679,0.036364,0.070175,0.133333,0.054054,0.095238,0.545145,0.666667,0
0.291667,0.226415,0.181818,0.245614,0.333333,0.081081,0.333333,0.592845,0.666667,0
0.125,0.018868,0.072727,0.105263,0.1,0.027027,0.190476,0.473595,0.666667,1
0.5,0,0.745455,0.350877,0.266667,0.108108,0.619048,0.589438,0.666667,0
0.416667,0,0.454545,0.22807,0.233333,0.054054,0.333333,0.51448,0.666667,0
0.333333,0.037736,0,0.052632,0,0,0,0.524702,0.666667,0
0.416667,0.245283,0.109091,0.280702,0.233333,0.054054,0.238095,0.500852,0.666667,0
0.416667,0,0.2,0.140351,0.1,0.054054,0.142857,0.483816,0.666667,0
0.083333,0.037736,0,0.035088,0,0,0.095238,0.545145,0.666667,0
0.625,0.188679,0.072727,0.175439,0.133333,0,0.142857,0.546848,0.666667,0
0.375,0.018868,0.418182,0.385965,0.3,0.405405,0.238095,0.565588,0.666667,0
0.416667,0,0.381818,0.298246,0.3,0.297297,0.47619,0.529813,0.666667,0
0.166667,0.037736,0.290909,0.192982,0.333333,0.135135,0.285714,0.468484,0.666667,0
0.5,0.207547,0.090909,0.140351,0.2,0.027027,0.142857,0.511073,0.666667,0
0.125,0.113208,0.145455,0.333333,0.3,0.054054,0.428571,0.459966,0.666667,0
0.083333,0,0.163636,0.105263,0.033333,0.108108,0.095238,0.500852,0.666667,0
0.25,0.09434,0.054545,0.140351,0.133333,0.081081,0.095238,0.512777,0.666667,0
0.291667,0,0.309091,0.192982,0.133333,0.216216,0.142857,0.492334,0.666667,0
0.125,0.075472,0.018182,0.035088,0.033333,0.027027,0.047619,0.524702,0.666667,0
0.333333,0.056604,0.090909,0.122807,0.2,0.054054,0.095238,0.463373,0.666667,0
0.5,0,0.309091,0.245614,0.133333,0.162162,0.238095,0.482112,0.666667,0
0.333333,0.056604,0.4,0.280702,0.233333,0.297297,0.238095,0.565588,0.666667,0
0.5,0,0.527273,0.192982,0.366667,0.162162,0.190476,0.540034,0.666667,0
0.333333,0.037736,0.290909,0.263158,0.333333,0.135135,0.285714,0.528109,0.666667,0
0.041667,0,0.981818,0.245614,0.4,0.432432,0.238095,0.473595,0.666667,0
0.458333,0.188679,0.145455,0.280702,0.5,0.081081,0.142857,0.67632,0.666667,0
0.791667,0.037736,0.090909,0.192982,0.2,0.054054,0.190476,0.536627,0.666667,0
0.125,0.018868,0.163636,0.087719,0.166667,0.081081,0.047619,0.534923,0.666667,0
0.375,0.132075,0.290909,0.245614,0.1,0.324324,0.238095,0.473595,0.666667,0
0.583333,0,0.218182,0.210526,0.3,0.108108,0.190476,0.504259,0.666667,0
0.416667,0,0.490909,0.245614,0.233333,0.486486,0.095238,0.601363,0.666667,1
0.291667,0,0.363636,0.22807,0.066667,0.297297,0.238095,0.434412,0.666667,0
0.208333,0.075472,0.127273,0.122807,0.066667,0.081081,0.095238,0.488927,0.666667,0
0.375,0,0.054545,0.052632,0,0,0,0.528109,0.666667,0
0.791667,0.075472,0.072727,0.052632,0.133333,0.027027,0.047619,0.565588,0.666667,0
0.083333,0.056604,0.163636,0.157895,0.133333,0.054054,0.142857,0.495741,0.666667,0
0.083333,0,0.563636,0.280702,0.433333,0.756757,0.47619,0.494037,0.666667,0
0.375,0.226415,0.072727,0.122807,0.166667,0.054054,0.047619,0.53322,0.666667,0
0.208333,0.075472,0.090909,0.157895,0.2,0.108108,0.142857,0.477002,0.666667,0
0.416667,0.301887,0.090909,0.070175,0.1,0.054054,0.047619,0.543441,0.666667,0
0,0.018868,0.090909,0.140351,0.133333,0.054054,0.142857,0.494037,0.666667,0
0.291667,0,0.072727,0.035088,0,0,0.095238,0.502555,0.666667,0
0.166667,0,0.163636,0.105263,0.233333,0.081081,0.142857,0.441227,0.666667,0
0.333333,0,0.2,0.122807,0,0.027027,0.142857,0.531516,0.666667,0
0.375,0.339623,0.072727,0.350877,0.166667,0,0.380952,0.437819,0.666667,0
0.291667,0.09434,0.036364,0.035088,0.066667,0.054054,0,0.524702,0.666667,0
0.083333,0.09434,0.072727,0.192982,0.233333,0.027027,0.333333,0.519591,0.666667,0
0.166667,0.245283,0.145455,0.280702,0.366667,0.054054,0.333333,0.487223,0.666667,0
0.5,0.075472,0.036364,0.192982,0.166667,0.027027,0.238095,0.540034,0.666667,0
0.083333,0.226415,0.109091,0.210526,0.166667,0.054054,0.238095,0.480409,0.666667,0
0.5,0.09434,0.036364,0.192982,0.2,0.027027,0.095238,0.480409,0.666667,0
0.416667,0,0.090909,0.052632,0.033333,0.081081,0.047619,0.521295,0.666667,0
0.083333,0,0.254545,0.087719,0.033333,0.297297,0.142857,0.51448,0.666667,0
0.25,0.037736,0.436364,0.491228,0.4,0.162162,0.380952,0.643952,0.282051,0
0.541667,0.113208,0.163636,0.263158,0.2,0.108108,0.142857,0.591141,0.666667,0
0.083333,0.358491,0.127273,0.315789,0.333333,0.054054,0.238095,0.548552,0.666667,0
0.291667,0,0.327273,0.105263,0.2,0.243243,0.142857,0.558773,0.666667,0
0.416667,0,0.363636,0.210526,0.133333,0.243243,0.285714,0.439523,0.666667,0
0.125,0,0.127273,0.122807,0.166667,0.054054,0.095238,0.512777,0.666667,0
0.208333,0.358491,0.127273,0.473684,0.433333,0.027027,0.285714,0.483816,0.666667,0
0.125,0.283019,0.109091,0.45614,0.333333,0.054054,0.380952,0.41908,0.666667,0
0.375,0.075472,0.018182,0.087719,0.033333,0.054054,0.047619,0.480409,0.666667,0
0.375,0.169811,0.036364,0.22807,0.2,0.027027,0.190476,0.49063,0.666667,0
0.291667,0,0.418182,0.280702,0.166667,0.486486,0.380952,0.502555,0.666667,0
0.25,0.132075,0.090909,0.105263,0.1,0.054054,0.095238,0.470187,0.666667,0
0.458333,0.150943,0.054545,0.175439,0.333333,0.027027,0.095238,0.560477,0.666667,0
0.125,0.150943,0.036364,0.157895,0.133333,0.027027,0.142857,0.51448,0.666667,0
0.333333,0.301887,0.072727,0.157895,0.3,0.081081,0.142857,0.53833,0.666667,0
0.458333,0,0.145455,0.087719,0.066667,0.027027,0.095238,0.459966,0.666667,0
0.541667,0,0.327273,0.350877,0.233333,0.081081,0.571429,0.516184,0.666667,0
0.458333,0.415094,0.345455,0.45614,0.4,0.189189,0.428571,0.546848,0.666667,1
0.625,0.339623,0.072727,0.192982,0.266667,0.081081,0.095238,0.477002,0.666667,0
0.166667,0.056604,0.018182,0.105263,0,0,0.047619,0.53322,0.666667,0
0.416667,0.188679,0.036364,0.105263,0.166667,0.027027,0.095238,0.487223,0.666667,0
0.208333,0.150943,0,0.105263,0.3,0,0.047619,0.512777,0.666667,0
0.25,0.339623,0.163636,0.333333,0.4,0.108108,0.428571,0.597956,0.666667,0
0.5,0.377358,0.163636,0.192982,0.233333,0.216216,0.095238,0.584327,0.666667,0
0.416667,0.132075,0.054545,0.070175,0.066667,0.081081,0.095238,0.46167,0.666667,0
0.291667,0.188679,0.090909,0.105263,0.166667,0,0.095238,0.522998,0.666667,0
0.75,0.132075,0.036364,0.22807,0.133333,0.027027,0.047619,0.48552,0.666667,0
0.666667,0,0.327273,0.122807,0.133333,0.351351,0.095238,0.562181,0.666667,0
0.208333,0.075472,0.054545,0.035088,0.133333,0,0,0.502555,0.666667,0
0.458333,0.169811,0.218182,0.280702,0.333333,0.27027,0.190476,0.620102,0.666667,0
0.458333,0.150943,0.036364,0.052632,0.033333,0.054054,0.047619,0.521295,0.666667,0
0.333333,0.188679,0.054545,0.122807,0.2,0.081081,0.095238,0.519591,0.666667,0
0.208333,0.207547,0.145455,0.105263,0.233333,0.027027,0.190476,0.529813,0.666667,1
0.541667,0,0.254545,0.333333,0.1,0.27027,0.238095,0.497445,0.666667,0
0.416667,0.245283,0.109091,0.403509,0.833333,0.027027,0.238095,0.667802,0.666667,0
0.208333,0.056604,0.127273,0.122807,0.133333,0.027027,0.095238,0.478705,0.666667,0
0.291667,0,0,0,0,0,0,0.497445,0.666667,0
0.25,0,0.236364,0.105263,0.3,0.162162,0.190476,0.470187,0.666667,0
0.5,0,0.2,0.087719,0.2,0.054054,0.142857,0.540034,0.666667,0
0.083333,0,0.254545,0.192982,0.166667,0.135135,0.238095,0.505963,0.666667,0
0.25,0,0.145455,0.070175,0.066667,0.189189,0.047619,0.517888,0.666667,0
0.375,0.132075,0.145455,0.22807,0.633333,0.108108,0.238095,0.592845,0.666667,0
0.125,0.037736,0.090909,0.105263,0.166667,0.054054,0.142857,0.522998,0.666667,0
0.375,0.169811,0.072727,0.157895,0.266667,0.108108,0.142857,0.53833,0.666667,0
0.291667,0.358491,0.036364,0.315789,0.233333,0,0.333333,0.53833,0.666667,0
0.166667,0,0.054545,0,0,0,0.142857,0.528109,0.666667,0
0.333333,0,0,0,0.166667,0,0,0.505963,0.666667,0
0.166667,0.509434,0.072727,0.421053,0.266667,0.081081,0.47619,0.597956,0.666667,0
0.291667,0,0.036364,0.035088,0,0.054054,0,0.563884,0.666667,1
0.166667,0,0.127273,0.140351,0.1,0.189189,0.142857,0.495741,0.666667,0
0.5,0.188679,0.145455,0.192982,0.1,0.108108,0.190476,0.562181,0.666667,0
0.333333,0.358491,0.072727,0.192982,0.333333,0.243243,0.095238,0.606474,0.666667,0
0.333333,0,0.254545,0.087719,0.266667,0.189189,0.095238,0.51448,0.666667,0
0.208333,0,0,0.122807,0.1,0,0,0.505963,0.666667,0
0.208333,0.113208,0.036364,0.087719,0.166667,0.054054,0.047619,0.541738,0.666667,0
0.166667,0.075472,0.054545,0.175439,0.166667,0,0.095238,0.482112,0.666667,0
0.291667,0.075472,0.145455,0.157895,0.2,0.189189,0.095238,0.541738,0.666667,0
0.291667,0.169811,0.109091,0.298246,0.4,0.054054,0.238095,0.568995,0.666667,0
0.5,0,0.472727,0.385965,0.233333,0.108108,0.666667,0.638842,0.666667,0
0.583333,0.018868,0.272727,0.298246,0.266667,0.243243,0.285714,0.609881,0.666667,0
0.25,0,0.727273,0.263158,0.333333,0.675676,0.190476,0.625213,0.666667,0
0.291667,0,0.181818,0,0,0,0,0.540034,0.666667,0
0.25,0,0.327273,0.175439,0.266667,0.081081,0.285714,0.521295,0.666667,0
0.208333,0.150943,0.109091,0.385965,0.366667,0.108108,0.333333,0.562181,0.666667,0
0.166667,0,0.563636,0.614035,0.5,0.351351,0.714286,0.519591,0.666667,0
0.333333,0.245283,0.272727,0.192982,0.5,0.081081,0.238095,0.546848,0.666667,0
0.041667,0.037736,0.018182,0.210526,0.1,0,0.142857,0.451448,0.666667,0
0.833333,0.207547,0.018182,0.105263,0.3,0,0.047619,0.572402,0.666667,0
0.458333,0.283019,0.036364,0.385965,0.5,0.054054,0.238095,0.572402,0.666667,0
0.125,0,0.490909,0.315789,0.333333,0.405405,0.428571,0.444634,0.666667,0
0.25,0.301887,0.163636,0.596491,0.166667,0.027027,0.857143,0.468484,0.666667,1
0.166667,0.056604,0.163636,0.175439,0.2,0.081081,0.190476,0.483816,0.666667,0
0.5,0.150943,0.036364,0.263158,0.233333,0.027027,0.190476,0.589438,0.666667,0
0.208333,0,0.218182,0.105263,0.066667,0.189189,0.047619,0.49063,0.666667,0
0.291667,0,0.272727,0,0,0,0,0.505963,0.666667,1
0.25,0.09434,0.036364,0.192982,0.2,0.027027,0.095238,0.495741,0.666667,0
0.125,0.245283,0.090909,0.385965,0.3,0.054054,0.428571,0.50937,0.666667,0
0.333333,0.056604,0.072727,0.035088,0.033333,0.027027,0.047619,0.511073,0.666667,0
0.708333,0.301887,0.090909,0.263158,0.3,0.162162,0.095238,0.591141,0.666667,0
0.291667,0.037736,0.018182,0.087719,0.066667,0,0.095238,0.495741,0.666667,0
0.166667,0.056604,0.181818,0.140351,0.1,0.081081,0.142857,0.536627,0.666667,0
0.375,0.188679,0.072727,0.105263,0.1,0.054054,0.047619,0.536627,0.666667,0
0.125,0.132075,0.036364,0.087719,0.066667,0,0.047619,0.522998,0.666667,1
0.208333,0.132075,0.181818,0.192982,0.4,0.243243,0.142857,0.553663,0.666667,0
0.541667,0.056604,0.309091,0.140351,0.166667,0.081081,0.190476,0.500852,0.666667,1
0.25,0.075472,0.054545,0.122807,0.2,0,0.142857,0.522998,0.666667,0
0.375,0,0.6,0.561404,0.266667,0.486486,0.52381,0.60477,0.666667,0
0.541667,0.037736,0.2,0.526316,0.5,0.135135,0.190476,0.567291,0.666667,0
0.25,0.132075,0.072727,0.122807,0.266667,0.054054,0.190476,0.49063,0.666667,0
0.291667,0.150943,0.072727,0.105263,0.1,0.135135,0.142857,0.480409,0.666667,0
0.666667,0.018868,0.036364,0.122807,0.066667,0,0,0.516184,0.666667,1
0.25,0,0.272727,0.105263,0.1,0.189189,0.190476,0.53833,0.666667,0
0.333333,0,0.272727,0.157895,0.133333,0.27027,0.190476,0.454855,0.666667,1
0.208333,0,0.090909,0,0.166667,0,0,0.471891,0.666667,0
0.25,0.113208,0.072727,0.175439,0.166667,0,0.238095,0.431005,0.666667,0
0.666667,0,0.236364,0.140351,0.166667,0.324324,0.095238,0.50937,0.666667,0
0.125,0,0.509091,0.315789,0.133333,0.135135,0.428571,0.420784,0.666667,0
0.208333,0.226415,0.109091,0.578947,0.533333,0.081081,0.333333,0.577513,0.666667,0
0.25,0.301887,0.090909,0.368421,0.4,0.054054,0.47619,0.451448,0.666667,0
0.333333,0.075472,0.054545,0.157895,0.1,0.027027,0.047619,0.429302,0.666667,0
0.166667,0,0.018182,0.017544,0,0.054054,0,0.487223,0.666667,0
0.333333,0.132075,0.345455,0.192982,0.266667,0.027027,0.238095,0.439523,0.666667,1
0.083333,0.226415,0.072727,0.22807,0.133333,0.027027,0.190476,0.524702,0.666667,0
0.25,0.113208,0.145455,0.403509,0.266667,0.027027,0.619048,0.44293,0.666667,0
0.541667,0.245283,0.072727,0.087719,0.166667,0.162162,0.095238,0.53322,0.666667,0
0.291667,0.037736,0.036364,0.175439,0.033333,0,0.142857,0.522998,0.666667,0
0.375,0.018868,0.054545,0.105263,0.166667,0.027027,0.047619,0.504259,0.666667,0
0.416667,0.245283,0.036364,0.210526,0.1,0,0.142857,0.46678,0.666667,0
0.375,0.245283,0.127273,0.210526,0.333333,0.081081,0.190476,0.594549,0.666667,0
0.375,0.471698,0.109091,0.315789,0.3,0.135135,0.142857,0.531516,0.666667,0
0.291667,0.09434,0.072727,0.263158,0.233333,0.108108,0.238095,0.507666,0.666667,1
0.5,0.056604,0.109091,0.298246,0.433333,0.054054,0.142857,0.471891,0.666667,0
0,0.09434,0.181818,0.280702,0.266667,0.216216,0.190476,0.483816,0.666667,0
0.291667,0.037736,0.072727,0.052632,0.066667,0,0,0.541738,0.666667,0
0.375,0.018868,0.290909,0.192982,0.3,0.108108,0.333333,0.482112,0.666667,0
0.166667,0.09434,0.072727,0.140351,0.166667,0.027027,0.047619,0.543441,0.666667,0
0.375,0.301887,0.163636,0.491228,0.466667,0.081081,0.380952,0.591141,0.666667,0
0.208333,0.207547,0.145455,0.491228,0.466667,0.135135,0.333333,0.436116,0.666667,0
0.208333,0,0.309091,0.157895,0.166667,0.216216,0.190476,0.511073,0.666667,0
0.208333,0,0.563636,0.350877,0.366667,0.162162,0.619048,0.492334,0.666667,0
0.291667,0,0.181818,0.087719,0.1,0.162162,0.095238,0.499148,0.666667,0
0.166667,0,0.181818,0.087719,0.033333,0.054054,0.238095,0.497445,0.666667,1
0.375,0,0.236364,0.140351,0.2,0.27027,0.095238,0.470187,0.666667,0
0.333333,0.264151,0.054545,0.280702,0.133333,0.027027,0.190476,0.558773,0.666667,0
0.416667,0,0.290909,0.192982,0.333333,0.108108,0.238095,0.505963,0.666667,1
0.333333,0,0.072727,0.035088,0,0.081081,0.047619,0.49063,0.666667,0
0.125,0.150943,0.145455,0.192982,0.266667,0.081081,0.238095,0.512777,0.666667,0
0.333333,0,0.072727,0.105263,0.066667,0.108108,0,0.521295,0.666667,0
0.666667,0.113208,0.054545,0.070175,0.166667,0.081081,0.095238,0.526405,0.666667,0
0.208333,0,0.418182,0.157895,0.2,0.108108,0.238095,0.471891,0.666667,0
0.416667,0,0.236364,0.070175,0.1,0.081081,0.047619,0.541738,0.666667,0
0.166667,0.169811,0.163636,0.140351,0.233333,0.054054,0.142857,0.44293,0.666667,1
0.166667,0.09434,0.018182,0.105263,0.1,0.027027,0.095238,0.534923,0.666667,0
0.333333,0,0.254545,0.140351,0.166667,0.243243,0.142857,0.524702,0.666667,0
